tweet,majority_target,Unnamed: 0
@RepRoKhanna 15 million Americans are behind in their rent because Mr Khanna &amp; the democrats Central Government ordered shut down of nearly all business in America.  People were deprived of their ability to earn a living.  Extending eviction moratorium will only prolong this situation.,True,142
"Trump gave Americans more money than Biden did. Biden oversaw the ending of the eviction moratorium and the reduction/end of pandemic unemployment support.

Fascinating stuff",True,143
"A functioning democracy is when 6 unelected SCOTUS members can issue a 10pm unsigned opinion overruling the will of hundreds of millions of Americans who support the duly elected President's Eviction Moratorium, placing 4.2M Americans at risk of homelessness during a pandemic.",True,144
"@UmaNimet @PhilMcCrackin44 This from the same administration that ignored a SCOTUS ruling and continued the eviction moratorium illegally.

But dare to rescue Americans left behind by Biden? Off with their heads! How dare those rescuers make Biden look incompetent?!?",True,145
@POTUS @VP @SpeakerPelosi @TeamPelosi Afghanistan withdrawal not going well. Eviction moratorium defeated. Pua ending thatll leave SO many Americans even worse financially. I BEG you all to reinstate PUA. Or homeless and financially ruined will increase.,True,146
"@TDStLouisMo @youngbiafra @TheMarkleSammy The eviction moratorium HURTS Americans by suppressing economic activity and denying small business the labor it needs.

Small landlords are, also, losing their properties while large investment firms scoop them up at a discount",True,147
@DogplaysGod The war against the poor marches on as the childlike naivety of Americans believe the eviction moratorium was extended. Its time to read the small print in Biden's rule by headline announcement.,False,148
"@marcorubio Have you done anything about the eviction moratorium? You know, the one that violates individual property rights of all Americans and is hurting landlords countrywide?",True,149
"@POTUS Why should people listen 2 A horrible man like u?! Who takes money from Black Rock, n is willing 2 let millions of Americans go homeless! If Cori Bush didn't humiliate, ur dopy ass, u would never, try 2 extend the the eviction moratorium! Symbolism is dead Dip Shit",True,150
The Supreme Court just lifted the eviction moratorium that biden put in place Joe Biden knew this would happen he wants this to happen he never pushed the end of filibuster and Joe manchin his buddy and him are content with seen millions of Americans be on the street,True,151
Supreme Court says letting the Biden administration keep the eviction moratorium in place could open the door to mandates for 'free grocery delivery for the sick and vulnerable and free computers to let Americans work from home',True,152
"@Comrade_Waluigi Democrats thought they were clever trying to force Americans back to work by letting the eviction moratorium lapse, hoping GOP would be blamed. A deliberate scheme that is now back-firing and will probably create thousands of homeless people.",True,153
Why aren't Republicans all over this eviction moratorium stuff? The CDC has assumed the power to write legislation and remove property rights from millions of Americans at once. Where are the Republicans?,True,154
Its really gonna be wild when the eviction moratorium is up and niggas get evicted from their cribs and the government pays for refugees to move into the houses Americans got evicted from.,True,155
"@CommonestMan @blondebombMN @snackpack210 @Phil_Mattingly Except by their own mew standards we will never see normal again.  

Covid is poised to kill, at most, 50,000 Americans over the next 6 months.  Bad seasonal flues kill over 100,000 people in a single year all the damn time and there is no eviction moratorium",False,156
"@SCOTUSblog Biden can get around this easily by passing an eviction moratorium by executive order, rather than using the CDC. The question is, does he care enough about the pandemic and homeless Americans to do it?",True,157
"""Targeted moratorium""

""would cover where 90% of Americans live""

""in areas with substantial and high levels of virus transmission""

All I'm hearing is that a bunch of people won't be covered under this new eviction moratorium.",True,158
"@PhilipWegmann It's flagrantly unconstitutional and grounds for #impeachment, as if extending the eviction moratorium and stranding hundreds of Americans in Afghanistan weren't enough.

#ImpeachBidenNow",False,159
"Bidens return to normalitysurrendering to the Taliban and abandoning Americans in Afghanistan, an illegal eviction moratorium, and now one of the most sweeping unconstitutional acts by a president in memory",True,160
@SarcasmStardust The war against the poor marches on as the childlike naivety of Americans believe the eviction moratorium was extended. Its time to read the small print in Biden's rule by headline announcement.,True,161
The CDC is a government agency ran by unelected bureaucrats. Its head has said that the eviction moratorium must continue in areas with high Covid infections. An unelected bureaucrat making law. Wake up Americans. We are quickly losing our country. #WakeUpAmerica,True,162
@NewDay @CDCDirector Funny she doesn't mention the opioid crisis that's killed 100's of thousand of Americans.  How about she does her job instead of acting as an non-elected dictator?!?  This will go no where like her illegal eviction moratorium.  She's got no authority to make these decisions.,True,163
"@POTUS Extend the pandemic unemployment programs and reinstate the eviction moratorium! 

Over 8 million Americans have been forcibly thrown into poverty, hunger, and homelessness by your administration and @TheDemocrats. 

You promised to protect us until the end of the pandemic.",True,164
"@brycecovert @WHCOS Klain, Bidens PR man &amp; Chief of Staff likes tweets that dont show Biden for the disaster he is. Our So Border; More Covid Cases than last yr at this time, stranded Americans in Afghan; illegal mandates; illegal eviction moratorium, wild spending &amp; capitulation to enemies. F-",True,165
"#SCOTUS says the CDC can't extend the eviction moratorium not even in a public health emergency their ruling is cruel but according to the GOP fair, what is so fair about treating the most vulnerable of americans so terribly?",True,166
"@ryanstruyk That's a little harsh. I mean aside from the border crisis, COVID outbreaks, incoherent vaccine messaging, illegal eviction moratorium extensions, weak job reports, inflation, dead and abandoned Americans in Afghanistan, and 7 murdered children in a drone strike, he's doing great",True,167
"Our govt made an eviction moratorium last year w/deadline. The story is that Americans in Afghanistan were given a deadline to get out months ago. Now theyre just SOL. We wont make people pay their bills, but we will definitely leave them to die in a war zone. @WhiteHouse",True,168
"It makes sense that the SC ended the eviction moratorium, congress should have acted when Biden signed the executive order but they didnt. What is  @SenSchumer doing? Why isnt he prioritizing Americans?",True,169
"@RozoRuminations @Sean84103 @44MagnumBlue1 Your are nuts. He LEFT Americans behind enemy lines with no intention or plan to get them out.   He implements an eviction moratorium while admitting he knows it is unconstitutional. He puts mandates on citizens but gives illegals a pass, not to mention not securing border.",True,170
"@ToddKolod @BillKristol @ninaturner Democrats thought they were clever trying to force Americans back to work by letting the eviction moratorium lapse, hoping GOP would be blamed. A deliberate scheme that is now back-firing and will probably create thousands of homeless people.",True,171
@GOPChairwoman This mean spirited #SCOTUS ended the eviction moratorium impacting the housing security of millions of Americans BEFORE the pandemic ended. To defend some Americans and not all Americans in crisis is atrocious. To play petty politics w/peoples lives is diabolically inhumane.,True,172
"@has_due @martingolobich @TheLeoTerrell Yeah, but sadly @POTUS has shown he doesn't give a shit about imposing unconstitutional mandates, as we already saw with the eviction moratorium that he CONCEDED was not going to stand when he extended it.  @JoeBiden does not care about Americans, home or abroad.",True,173
"Please Joe Biden &amp; Congress extend the Eviction Moratorium now. Millions of Americans are currently being evicted from their homes and sleeping in hostels, on the streets and in their cars. TRULY HEART-BREAKING TO WATCH.",True,174
The eviction moratorium has successfully hurt low income and middle income Americans. 15006=9000 up front. Even if rent is 800 a months its almost 5 grand just to get a foot in the door. I hope the elitists are happy getting taxpayer funded salaries and living in mansion's,True,175
"1 in 500 Americans have died from COVID-19.

Deaths are surging across the country. 2,652 people died yesterday.

But pandemic relief  from unemployment benefits, to direct payments, to the eviction moratorium  have gone away.

The pandemic is not over. Bring back the relief.",True,176
"@POTUS Wide open borders, skyrocketing inflation, leaving Americans trapped behind enemy lines, paying people more to not work, voiding legal agreements with eviction moratorium

The US citizens have had enough of the Biden regime build back better BS.

Only way to help is resign",True,177
"@tothcsabatibor @HorthyChungus @mattyglesias Right, and Americans achieved an extension of the eviction moratorium as well.  Point of the matter is that renter's rights in Hungary are pointedly not as strong as they are in the US.",True,178
Any congress member congratulating themselves about the eviction moratorium extension who was not protesting on the steps of the capital with @CoriBush can eat my ass. Yall showed your true colors when you left for vacation knowing millions of Americans would be evicted,True,179
@serena_patriot @Franklin_Graham Not Dems: blkd Fed $ to feed schoolkids; overturned eviction moratorium creating homeless; blkd UI $ forcing people to work in unsafe CV conditions; tried to overturn ACA; voted no on ARP-aid for Americans; whined abt Afghan refugees; ripped brown kids from fams,True,180
"@TimRunsHisMouth Does it matter?

The SCOTUS ruled the CDC had no authority to grant a eviction moratorium and that didn't slow Biden one bit

Laws don't apply to the left

This might be the final straw for many Americans",True,181
@LeftyPolitical @VaushV Here. Biden literally just had to extend the eviction moratorium and said himself its likely unconstitutional. Imagine trying to justify letting in more people providing shelter food and basic need while Americans are evicted in the hundreds of thousands and what comes of that,True,182
"@dcfairbank @CoriBush @AOC Are you serious lady?what are Americans supposed to do???LOL. How about go get a job and pay your rent,which is what you should have been doing all along.this extended eviction moratorium is ludicrous.",True,183
The Progressive Caucus says the expected CDC eviction moratorium extension is what they want to see. But they still want Congress to act and pass more concrete protection for millions of Americans.,True,184
@POTUS From6 September up to10 million Americanswill lose pandemic unemployment benefits. White Housedid not move to postpone thefederal eviction moratorium. Why? Congress unveils newInfrastructure Investment and Jobs Act-when will it be voted on?,True,185
"Im grateful that the Biden Admin. has extended the eviction moratorium for 90% of Americans! 

As cases of the Delta variant surge, its a relief that many families wont be forced out of their homes &amp; onto the streets. 

Thank you, @CoriBush, for your leadership on this issue.",True,186
"SCOTUS shameful decision to overturn the CDC eviction moratorium places millions of vulnerable Americans at increased risk in the middle of an ongoing public health crisis. Ive cosponsored H.R. 4791, the Protecting Renters from Evictions Act, to urgently extend the moratorium.",True,187
@tatereeves You are killing working class Americans with your unmitigated spread of Delta. You are forcing working class Americans out of their homes into a pandemic by not extending the eviction moratorium &amp; cutting off expanded unemployment. You do not speak for us. Stop pretending to,True,188
@GlennKesslerWP How Biden stiff-armed the CDC and gaslit Americans to extend the eviction moratorium.,True,189
"@girlsparky_ Democrats thought they were clever trying to force Americans back to work by letting the eviction moratorium lapse, hoping GOP would be blamed. A deliberate scheme that is now back-firing and will probably create thousands of homeless people.",True,190
"@amandacarpenter Possibly, but people like her can bring change. She changed the mind of @POTUS on the extension of the eviction moratorium. It meant a lot to a whole lot of Americans.",True,191
If y'all mad at the eviction moratorium...chill out...be mad at the minimum wage...and be proud of the fact Americans finally know their worth...and it's way more than 7.50 fyi,False,192
"@Bluerai48855500 @N0__S0ul Democrats thought they were clever trying to force Americans back to work by letting the eviction moratorium lapse, hoping GOP would be blamed. A deliberate scheme that is now back-firing and will probably create thousands of homeless people.",True,193
"@BrianDeeseNEC This is going to sound real hollow if images of millions of new homeless Americans hitting the streets post-eviction hit the news.

Your career is probably over if the eviction moratorium ends with no relief.

Either help the people or resign your office to someone who will.",True,194
"@OccupyDemocrats Occupy Democrats is neoliberal trash

We support eviction moratorium, even for our ignorant fellow Americans",True,195
"@EmmaVigeland I find it enraging.  Obama bailed out the banks and let millions of Americans lose their homes, is having a party for the Elite in the midst of a pandemic with the eviction moratorium looming.  Option a terrible.",True,196
@FoxNews joe biden abandoned thousands of Americans in Afghanistan now he has abandon millions of American families with the eviction moratorium ends while the cares $ still is not dispersed to those in need. yet joe and his administration is housing and feeding millions of illegals,True,197
This week is the end of Eviction Moratorium. Next week ends extended unemployment benefits. 100s of 1000s Americans about to needlessly suffer.,True,198
"@OccupyDemocrats Ahem!
 
Mitch McConnell accuses President Biden of pushing socialism by implementing the eviction moratorium that will stop millions of Americans from being thrown out on the street this month. RT if you think that Mitch is a heartless idiot! 
12:35 PMAug 5, 2021",True,199
@neil_tapia3 @vampyanji As the eviction moratorium expires we are looking at 40 million homeless Americans.,True,200
Why does @JoeBiden hate Americans? He wont actually lean on his own Senators over voting rights. He wont cancel student loan debt or issue a new eviction moratorium or push for a living wage. Why vote for @SenateDems or @TheDemocrats when they vote like Republicans anyway?,True,201
"@RashidaTlaib I rented out our former condo before the pandemic, but were forced to sale because of the eviction moratorium and the money we were losing every month. Many Americans make ends meet in just this way. 

How does that fit with you narrative?",True,202
@SpeakerPelosi True true! You know what else you need?  To pass an eviction moratorium and extend unemployment benefits for all Americans the pandemic has not ended and things are getting worse! Americans need Congress to help NOW!!! #pleasehearus #extendUI #EvictionMoratorium,False,203
@thehill Is it really just LGBT impacted by the eviction moratorium?  Really?  They are impacted as much as everyone else.  Stop trying to divide us.  We are Americans.,True,204
"@SenTedCruz @HawleyMO @TomCottonAR @RepMattGaetz @SenRonJohnson @RandPaul etc:

Thanks for all the string rhetoric 

Now actually DO something about the border/mandates/vaccine passports/Biden blatantly violating the law on eviction moratorium...

You know, for us Americans",True,205
"Amid a spike of COVID-19 cases, @CDCgov is issuing a new, 60-day eviction moratorium for 90% of the country. 

This is a step in the right direction that will help keep a roof over the heads of millions of Americans.",True,206
"@TomCottonAR The Republican party left Americans on the street when they cut unemployment benefits. They also refuse to support the eviction moratorium. Quick leaving Americans behind at home, Sen. Cotton!",True,207
@classynogin I'm for strugglin' Americans getting taken care of first--especially with the eviction moratorium ending soon. These politicians don't show this kind of concern for their well-being.,True,208
All the Americans that Joe Biden has left behind by not extending unemployment and another eviction moratorium ending N student debt pause ending soon as well we will get him back in 2022 and 2024 with are VOTES stay strong my fellow Americans sleepy joe is #tuesdaymotivations,True,209
"Ending the eviction moratorium disproportionately threatens Black Americans, nearly 33% of whom are behind on rent largely due to outsized pandemic hardships. Among all renters in the country, over 18% owe back rent and are at risk of being evicted. 6/",True,210
"""90% of Americans"" wouldnt turn their backs on other Americans unless it has to do with them having to extend unemployment and the eviction moratorium.",True,211
"@RuckerAj @RedemptionUBI @amberashleyj She literally declared victory on the eviction moratorium because the CDC did it so that she could go on a 7 week vacation. Everyone was saying SCOTUS would strike it down unless Congress passed it, but what're you gonna do? It's only 7 million Americans facing eviction!",True,212
"@Politics_Polls @ABC @washingtonpost Oh ffs w these slanted polls.  ARP, STIMULUS, EXTENDED EVICTION MORATORIUM, AGGRESSIVE VAX ROLLOUT, REIMPLENTING ENVIRONMENTAL PROTECTIONS, CHILD TAX CREDIT, ENDED &amp; EVAC'D A 20 YR WAR #TRUMP WAS TOO CHICKEN TO FINISH. AND NOT KILLING AMERICANS W CV LIES IS # ONE FOR ME.",True,213
"If you want to see how truly ignorant your fellow Americans are, just read the responses to the SCOTUS decision to lift the 'eviction moratorium'.",True,214
"@POTUS @JoeBiden Dont look now, @JoeBiden but @Scotus just bitch-slapped you twice (one, stay-in-country processing;2 eviction moratorium) you botched things in Afghanistan by withdrawing troops and closing Bagram before you got the folks out, and 228,436 dead Americans from COVID on your watch",True,215
@chosenionis @Maricellllla @Hasuess @kachafazks @murderxbryan Its honestly really sad to witness. I see it all the time on Twitter and its nearly always white Americans. They act like peoole want to be poor. Getting a good paying job requires a lot. I hope they extend the eviction moratorium.,False,216
"@Trev972 Sorry since Im MARRIED with a CHILD and #disabled Im looking at The Bigger Picture:

 Eviction Moratorium Extension

 Childcare Tax Credit

 Unemployment Credit

 conversations of Federal #WorkFromHome for disabled Americans Act

There could be more to come",True,217
"@crazygood1956 No. I do not feel this administration reflects the emergency situation our country is in. We shouldve long extended Medicare to all uninsured Americans, cancelled student debt, extended the eviction moratorium and indicted insurrectionists in congress.  hope they get a move on",True,218
"@sweet21991 @GMF49658888 @ToddSnow @__chris22__ @POTUS Firstly, Americans are still stuck in Kabul, due to shit planning. Secondly, America First doesn't mean we don't care about others. We just want to take care of our own first, like the homeless, veterans, the people likely to go bankrupt due to the eviction moratorium, etc.",True,219
"@smartasset YOU CAN JUMP THAT 2 90% NOW THAT TGE EVICTION MORATORIUM IS GONE &amp; ABOUT 11 MILLION AMERICANS WILL B HOMELESS!
WE BURNED THROUGH OUR SAVINGS DURING THIS PANDEMIC, AFTER BEING UNEMPLOYED &amp; FEARFUL OF DYING AT A NEW JOB!
U GOT A SOLUTION 4 THAT? CAUSE WHAT IS HERE ISN'T A REAL PPL!",False,220
@nedryun Remember republicans whined about Biden extending the eviction moratorium? Conservatives literally want Americans removed from their homes.,True,221
"@hugolowell I thought she was on vacation...!!  

If Pelosi wants to emerge from her holiday to call upon anyone to do anything her priority should be calling upon Congress to rescue millions of Americans from homelessness by renewing the eviction moratorium.",True,222
"@POTUS Biden Blunders YTD

Inflation, Delta mismanagement, COVID for kids, Drone attack on kids, Abandoned Americans in Afghanistan, Armed the Taliban, S. Border crisis, Breaking job growth, Abuse of power (61 Exec Orders, $3.5T in Reconciliation, Eviction Moratorium, Vaccine Mandates).",True,223
@torstrick The war against the poor marches on as the childlike naivety of Americans believe the eviction moratorium was extended. Its time to read the small print in Biden's rule by headline announcement.,True,224
"Bidens decision to defy the Supreme Courts ruling on the CDC eviction moratorium is total lawlessness.

Extending the moratorium by executive decree through the CDC is unconstitutional. It treats property owners like criminals &amp; will drive working Americans further into debt.",True,225
7 million Americans are now vulnerable because the government decided to end the eviction moratorium.  #EvictionMoratorium #AmericanHorrorStory #America #USA,True,226
"It's the end of enhanced unemployment benefits from Washington of $300/week.  About 7.5 million Americans are losing extra money or are out of Uncle Sam's graces entirely, coinciding with the Supreme Court forced ending of the Centers for Disease Control's eviction moratorium.",True,227
"@BKAlegal The eviction moratorium will go down as punishing small landlords who lacked financial flexibility and lower income Americans who now have to deal with higher rents, larger deposits, and need higher credit scores for rental as landlords are forced to protect their interests.",True,228
"entity overstep their boundaries and start making rules! Like I said before, these people should have been helped already by Biden's Administration and they let this eviction moratorium laps! This further goes to show Americans that he is unfit for president and he has no clue",True,229
"@ChipGibbons89 @andersleehere C'mon, this is an unfair smear. I was with Franco at the Capitol. He's upset because Americans only got an eviction moratorium extension that was 90% of the previous one and the Squad weren't answering his questions about bolder solutions. Even drowned out his voice with music.",False,230
The #SCOTUS decision to end the CDC eviction moratorium will force more and more Americans into homelessness amid a pandemic. It's a cruel and heartless decision that puts wealthy property owners ahead of good families. This is Donald Trump and George W. Bushs far-right court.,True,231
"@JoeBiden Idle threats from an old bafoon...
This will go the way of your eviction moratorium...
What about Afghanistan Joe  ???
What about the Americans you left behind...",True,232
"I just read this in relation to the eviction moratorium extension:
CDC remains committed and will continue to explore and use all of the tools at our disposal to protect the health and well-being of Americans affected by the COVID-19 pandemic.",True,233
"@democrats have showed their true color by voting ""NO"" to extend the eviction moratorium and leaving DC. Knowing millions of Americans would be put into the streets! This is what happens when you vote for @democrats self-righteous and nothing but liars! @Trump2024 sounds good!",True,234
"Impeach: Dereliction of Duty; Abuse of Authority
1) Border Crisis: Disobeying existing Immigration Laws
2) Defying Supreme Ct. re: Eviction Moratorium
3) Defying State Authority on Covid Restrictions, 
     Entering Illegal Mandate
4) Afghan Withdrawal, leaving Americans behind.",True,235
SCOTUS overturned President Bidens rent eviction moratorium and landlords didnt waste anytime starting evictions. We could have up to 10 million people become homeless shortly. Is this how we take care of our citizens during a pandemic? Its deplorable #Homeless #Americans,True,236
"@AndersenMathiew @goodblackdude Inflation crisis for massive pork spending, gas crisis with a puppet destroying energy independence and importing foreign oil again, border crisis, unconstitutional legislation due to eviction moratorium, chaos and letting americans die in Afghanistan, people dont wanna work etc",True,237
"The US Supreme Court has ended the Eviction Moratorium. Evictions will commence quickly. Many Americans hurt. Red market tomorrow? 

What will JPow say at 10am?Could it trigger the MOASS and be like the speech scene in The Big Short?

$AMC #AMC #AMCSqueeze",True,238
"@CoriBush slept outside the Capitol for the past 5 days protesting for an extension to the eviction moratorium. Today the WH announced that it would be extending the moratorium, which will keep countless Americans in their homes. She did that for us. #EvictionMoratorium",True,239
"The end of the Eviction Moratorium affects a lot more Americans. This blocked landlords from evicting renters who arent current. This program helps renters but hurts landlords. New York extended the moratorium in its state, but the Supreme Court blocked a national extension.",True,240
Its snowing in the Tanana Valley!! I want to take this moment to remind you that the eviction moratorium hasnt been extended (@POTUS @repdonyoung @lisamurkowski @SenDanSullivan) and so Americans will be out in the freezing cold - wtf is up with that??,True,241
"Think Americans are pissed off about Afghanistan?

Wait until China moves on Taiwan just as hyperinflation hits everyone and the illegal Eviction Moratorium runs into an economic brick wall.",True,242
"Biden extended the US' eviction moratorium for 2 months. If the moratorium expires, 7 million households face eviction. 29.9% of Americans are close to or in poverty.

This is a formula for mass unrest &amp; not a problem the richest nation on earth should be facing. #EvictionCrisis",True,243
@HowlinFantods @ThePlumLineGS I know 30 million Americans that will probably never vote democrat again extend unemployment and eviction moratorium this is a disgusting game of chicken.,True,244
"@GOPLeader McCarthy represents the extremely wealthy greedy landlords (Kushner, etc) and does not care about struggling Americans. And he  proves it by being against the eviction moratorium.",False,245
"@jen_rice_ And now the eviction moratorium has been overturned by the hyper-partisan #SCOTUS, jeopardizing housing for millions of Americans.",True,246
"@Potts9852 @JoeTalkShow Joe Biden wrecked the economy, put the lives of thousands of Americans in Afghanistan in danger, allowed thousands of illegal immigrants cross the southern border, and broke the law with the eviction moratorium. He's an inept fool and the world knows.",True,247
"all Americans who survive and remember those who we lost. I am praying for the eviction moratorium can be extended because I have friends and relatives who live in another state who are stressed out and hoping not to be evicted themselves.

Please Representative Waters help us.",True,248
"The rightwing Supreme Court rejected President Biden's eviction moratorium, threatening to put hundreds of thousands of Americans on the street. 

This is why elections matter. We can't afford another president who will stack the courts with far-right judges.",True,249
"@TaylorTKaplan @FoxNews It's been 9months, I can't name anything he's done to benefit the American people. Ooo he extended the eviction moratorium, which wasn't his place to do anyways, it also f*cked property owners. He hasn't done anything but cause chaos &amp; put Americans to the back of the line.",True,250
"I have a partial solution to the eviction moratorium. #BigPharma should be on the hook &amp; forced to reimburse Americans behind on their rent or mortgages, w/ all profits from their #ClotShot. They need to take 1 for the team on this. Because after all, we're all in this together!",True,251
"@POTUS @VP @SenateDems interesting you find billions to help afghan refugees (who rightfully need help) but cut off unemployment benefits, havent delivered on student loan forgiveness, allowed eviction moratorium to expire. What a kick to suffering Americans during a pandemic.",True,252
"@RealTimers @benshapiro also whines about @POTUS extending the EVICTION MORATORIUM trying to call that ""authoritarian""... BEN, KEEPING AMERICANS FROM HOMELESSNESS DURING A PANDEMIC IS NOT AUTHORITARIAN - IT'S HUMANITARIAN.",True,253
@PrimaryALLRINO First time in history has a presidential Administration made criminals out of Americans. The unconstitutional eviction moratorium penalizes and in some cases can incarcerate property owners who refuse to comply.,True,254
Why aren't Republicans all over this eviction moratorium? The CDC has assumed the power to write legislation and has removed property rights from millions of Americans at once. Where are the originalits and the federalist? Where is Ted Cruz when he's needed the most.,True,255
"Extreme right-wing Supreme Court justices overturned President @joebiden's eviction moratorium, putting Americans at risk of losing their homes in a pandemic.",True,256
"@leadlagreport With the eviction moratorium on its way out, Americans will have to make a choice, move into the refrigerator box by the dumpster, or get a job.",True,257
"@PoliticsInsider The ""eviction moratorium"" both exposed thousands of Americans who rent homes &amp; apts to financial disaster, but was an attack on contract law, a cornerstone of economic independence &amp; freedom. Govt has no power to break contracts, esp. to favor one party over the other.",False,258
"@Cyberskout99 @toddjersey Democrats thought they were clever trying to force Americans back to work by letting the eviction moratorium lapse, hoping GOP would be blamed. A deliberate scheme that is now back-firing and will probably create thousands of homeless people.",True,259
@redsteeze No votes on the eviction moratorium until all Americans are home.,True,260
@POTUS What are you going to do about the millions of Americans who will soon be sleeping on the streets in a pandemic with their pets and children because you won't extend the eviction moratorium?,True,261
"trump lied for a year about pandemic, still in it. Now eviction moratorium over thanks    2 Supreme Court now you're going 2 have all these homeless people on the streets thanks 2 trump's year of lies.Americans not responsible 4 that, suffering cont.
Disgraceful! 6oo,ooo+ dead",True,262
@ZaleskiLuke @KellyannePolls @seanspicer @GOP Me !! So glad we have a real dictator in office now- eviction moratorium- mandatory vaccines- and leaving Americans behind while allowing unvetted terrorists to come to America!   Yay comrade Biden- thank you for supporting g Russian oil and chinas Afghanistan take over,True,263
"Disregard the fact that he wasnt black, police felt the need to execute a homeless man, days after an eviction moratorium threatens to displace millions of Americans into homelessness. 

This is the beginning of whats to come.",True,264
"@Efilliat @jaysbookman Look at the eviction moratorium, massive overreach into Americans lives by the cdc. Democrats dont care! They just want to help their voters at the expense of others. No way should the cdc ever have the power to come between a contract between two Americans without due process.",True,265
The government is continually enabling the Americans to not take any accountability with the eviction moratorium. Do I want to see people evicted? Of course not. But accrual of rental debt is not going to help stabilize their finances.,True,266
60 days more of debt that millions of Americans are going to be in. Eviction moratorium is a band aid on a gaping wound if there is no more help coming. Do they think that in the middle of a growing pandemic people will make up almost 2 years of rent? Delusional capitalist swine.,True,267
"@NotAVaxxLabRat @DrewHolden360 Your guy had authoritarian views and tried his hardest to have some of those things come to fruition

If you think its authoritarian to try and keep Americans in their homes through a NEW eviction moratorium, Id love to hear what your solution to the issue is

Please. Do tell.",True,268
"@POTUS Lmao 

Remember he said this about the Afghanis when he scolds Americans for being homeless because he lifted the eviction moratorium 

Apparently living on air and vibes without like, food or boots or pay is expected of all subjects of empire, at home and in our narcocolonies",True,269
"@conspiracyb0t Americans have been too spoiled. As long as The Great Welfare Society is maintained, nobody wakes up. Why do you think they keep extending unemployment and the eviction moratorium? Universal income will keep everyone in the dark, and stupid, forever.",True,270
"He is NOT the peacemaker he likes 2 portray himself as! Quit lionizing his DANGEROUS ACTIONS, WHICH ARE KILLING AMERICANS! His lack of knowledge &amp; leadership r DIRECTLY LEADING TO ILLNESS, DESPAIR &amp; DEATH! WE NEED TO MARCH HIM OUT OF TOWN! HE ALLOWED Eviction Moratorium 2 EXPIRE!",True,271
"@sahouraxo That democratic controlled Congress is vile. They don't lift a finger to help Americans like extending eviction moratorium, $15 minimum wage or Medicare 4 All but they immediately vote to throw away a billion $$$ to a foreign country.",True,272
"My Congressional Rep and conman Doug Lamborn is trying to end the eviction moratorium and put millions on the street early. 

Why do you want to put Americans on the streets @RepDLamborn",True,273
@LaurieF40431180 @washingtonpost Trump enacted the eviction moratorium and gave Americans more in stimulus. The fact that Dems can't even mach trump is truely pathetic!,True,274
"@laurenboebert @JoeBiden already has 3 Articles of Impeachment. 1) Not providing for the Health &amp; Safety of Americans, by letting Covid positive Illegals into the Country. 2) Breaking the Law on extending the Eviction Moratorium. 3) Breaking Immigration Laws. IMPEACH @JoeBiden",True,275
"@JamaalBowmanNY democrats abandoned 8.8 million working class Americans by throwing them off of unemployment benefits during a surging pandemic with no national eviction moratorium in place 
Happy Labor Day",True,276
#GOP still doesnt get it. Most Americans dont. They think lawsuits on #OSHA #mandate will matter. Biden has ignored federal court orders on immigration and Supreme Court order on eviction moratorium. Theyre dishonorable and playing a different game than you are. @benshapiro,True,277
@CNN Alll this anger brought on by the current administration.  Constantly flip flopping and lying to the public.  Just like CNN and it's fake interview with a fake mom about eviction moratorium.   Americans are losing their minds with all this fictional characterization.,True,278
I would say wtf to the Democrats over the expiration of the eviction moratorium if it werent so shamefully predictable. People in power are just so far removed from everyday Americans its bonkers.,True,279
"@motherTuckerbr1 @seanmdav @IngrahamAngle You know the eviction moratorium is over, right? You dont have to let Trump live in your head rent free anymore. Stick to the matter at hand: Biden is a disaster and most Americans have figured it out.",True,280
"@breaux_amber @lizywasiutaward @MattWalshBlog  A global pandemic that saw American's home bound for over a year. The reason there's an eviction moratorium; stimulus checks, unemployment benefit extensions, the child care tax credit lol.. All these programs designed to support out of work Americans.. hello?",True,281
@TheDetailConsp1 @Skrrt__Vonnegut @JeremyWard33 For polling purposes Afghanistan withdrawalwhich was negotiated by Trumpoccurred simultaneously with the end of the eviction moratorium and unemployment plus-up. But the latter had a much bigger impact bc Americans prioritize domestic issues.,True,282
"Strange how @Scotus lifting the eviction moratorium is significantly more consequential than the Afghan withdrawal to regular Americans,  yet its the latter than dominated mainstream media coverage.",True,283
"Scary days ahead with unemployment benefits ending for 12 million Americans, eviction moratorium ending, and the Texas abortion law.",True,284
Covering the end of the eviction moratorium as a political L for Biden as opposed to for the millions of Americans at risk of losing their homes is lazy and gross,True,285
"@MsJR88 Democrats thought they were clever trying to force Americans back to work by letting the eviction moratorium lapse, hoping GOP would be blamed. A deliberate scheme that is now back-firing and will probably create thousands of homeless people.",True,286
"@JStein_WaPo Really shows the awful state of the underlying economy. 50% of Americans couldnt afford an unexpected $500 bill BEFORE the pandemic. Now the eviction moratorium is done, extended unemployment benefits are done, and no stimulus check on the horizon. Things will end horribly soon",True,287
"Millions of Americans are about to lose their unemployment benefits and the eviction moratorium is lifting, all during periods of political unrest and national humiliation abroad. What could go wrong?",True,288
"@cnnbrk PRES BIDEN PLEASE EXTEND THE EVICTION MORATORIUM AS COVID VARIANTS ARE ON THE RISE !!!!!  YOU WILL SEE NATION WIDE HOMELESSNESS IF WE AMERICANS ARE NOT PROTECTED PLEASE I EMPLORE YOU TO HELP NOW AS IN NEW YORK IT ENDS AUG 31,2021 THANK YOU SO MUCH DEBBIE PIGNOTTI",True,289
