Unnamed: 0,author,statement,target,BinaryNumTarget,manual_keywords,tweet,5_label_majority_answer,3_label_majority_answer
122,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",To the people saying that the eviction moratorium is good because landlords are going without income: Do you understand that millions of Americans becoming at-risk of homelessness is NOT a net good here? I can guarantee that nobody wants to see more homeless encampments,Agree,Agree
123,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@purplerainblue @bluepurplerain Good Q. And, it'll get worse quickly for millions of Americans since the Trumpist Federalist Society motherfuckers on USSC just voted to end the eviction moratorium...",NO MAJORITY,Agree
124,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","This year lawmakers will frolic on the beach while millions of Americans face imminent eviction after the federal governments national eviction moratorium expired last weekend.

Homelessness is not a choice.",Mostly Agree,Agree
125,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",How Many Americans Were Evicted From Hotel Rooms to Shelters Because The Eviction Moratorium Didn't Cover Hotels? #Republicans #Democrats #Congress #Biden #Evictions #Hotel #Travel,Mostly Agree,Agree
126,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","#BidenMustGo
I stand beside our President Biden
Congress needs to act NOW on the Eviction Moratorium!!!!
Do your job to actually help not hurt Americans.",Mostly Agree,Agree
127,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@HouseGOP @RepHerrell Of course, you, Yvette, have voted AGAINST supporting Americans in their time of need: against health care, against maternity leave, against unemployment insurance, against eviction moratorium, against putting Americans back to work. That, Yvette, is insult to real injury.",Agree,Agree
128,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","Throughout COVID-19, Congress has allocated billions to help Americans pay rent but in FL only 2% of $840 million in federal funds have been distributed.

The extended CDC eviction moratorium provides urgent relief but we must ensure funds get to the Floridians who need it most.",Mostly Agree,Agree
129,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",@SenSanders Rental assistance money that was sent cities and count are taking their time to dispense. Is the reason Americans are begging for the eviction moratorium order. Because they are trying to figure out why they are going to do next.,Agree,Agree
130,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","Over 1.3 million Americans were facing evictions on July 31st, at the end of the eviction moratorium. Over 11 million Americans were behind on rent. 

Housing is a human right. No one should be facing eviction. Especially when 1 in 6 new homes are being bought by investors.",Agree,Agree
131,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","So you realize what just happened right?

They ended the eviction moratorium, which I agree they should have...
Then Joe Biden Abandons Americans in Afghanistan, gave the Taliban weapons and imported Thousands of Refugees on top of the 100's of thousands of Illegals..",Mostly Agree,Agree
132,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",@ErobosAbzuLamas @paulajean2020 And you think the GOP cares? How about you look up how many times they voted against bills that will help poor Americans out of poverty. How about recently the CONServatives in the Supreme Court overruled Bidens eviction moratorium setting up another health crisis in the country,Agree,Agree
133,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",Barack Obama let millions of Americans get kicked out of their homes after the crash of 2008. Joe Biden is doing the same thing now with his party's failure to act on the eviction moratorium. Tell me - What exactly is the point of the Dem Party besides making Americans homeless?,Mostly Agree,Agree
134,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","Last night, the US Supreme Court rejected the Biden Administration's latest eviction moratorium-- endangering housing for millions of Americans, including many thousands here in Philadelphia.

This is an unconscionable decision that will put lives at risk. (thread)",Mostly Agree,Agree
135,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",@gregkellyusa @CoriBush She's sleeping on the Capitol steps to draw Congress's attention to the expiring eviction moratorium that will affect 7-15 million Americans you detestable asswipe,Mostly Agree,Agree
136,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",35 million Americans lose unemployment benefits tomorrow on Labor Day. Congress is on vacation. Pelosi got staffers a huge raise during the 6 week vacation though. Eviction moratorium ends for millions beginning of October also. I hope theyre enjoying their vacation though.,Mostly Agree,Agree
137,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@PoliticsInsider Um, because the eviction moratorium was illegal? And they told him so? So this shouldn't surprise anyone? And you're being vastly irresponsible in acting as if the Supreme Court is doing anything to Americans here but upholding the law?",Mostly Agree,Agree
138,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@POTUS Biden Blunder YTD

Inflation, Delta mismanagement, COVID for kids, Drone attack on kids, Abandoned Americans in Afghanistan, Armed the Taliban, S. Border crisis, Breaking job growth, Abuse of power (61 Exec Orders, $3.5T in Reconciliation, Eviction Moratorium, Vaccine Mandates).",Mostly Disagree,Disagree
139,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","The Supreme Court conservative majority has shown once more that they do not care about protecting the health and safety of New Yorkers or Americans.

We must adapt and extend New York's eviction moratorium as soon as possible. Lives are at stake.",NO MAJORITY,Agree
140,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@JohnCornyn So you think that during a Pandemic, thats killed over 600,000 American Citizens, is a good time to evict Americans &amp; have them living on the streets? @POTUS extending the eviction moratorium is saving lives. Are you telling me you have an issue w/ saving the lives of Americans?",Mostly Agree,Agree
141,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",Extending the eviction moratorium is an assault on the Constitutional rights of millions of Americans.,Agree,Agree
142,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",@RepRoKhanna 15 million Americans are behind in their rent because Mr Khanna &amp; the democrats Central Government ordered shut down of nearly all business in America.  People were deprived of their ability to earn a living.  Extending eviction moratorium will only prolong this situation.,Mostly Agree,Agree
143,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","Trump gave Americans more money than Biden did. Biden oversaw the ending of the eviction moratorium and the reduction/end of pandemic unemployment support.

Fascinating stuff",NO MAJORITY,Agree
144,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","A functioning democracy is when 6 unelected SCOTUS members can issue a 10pm unsigned opinion overruling the will of hundreds of millions of Americans who support the duly elected President's Eviction Moratorium, placing 4.2M Americans at risk of homelessness during a pandemic.",Mostly Agree,Agree
145,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@UmaNimet @PhilMcCrackin44 This from the same administration that ignored a SCOTUS ruling and continued the eviction moratorium illegally.

But dare to rescue Americans left behind by Biden? Off with their heads! How dare those rescuers make Biden look incompetent?!?",NO MAJORITY,Agree
146,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",@POTUS @VP @SpeakerPelosi @TeamPelosi Afghanistan withdrawal not going well. Eviction moratorium defeated. Pua ending thatll leave SO many Americans even worse financially. I BEG you all to reinstate PUA. Or homeless and financially ruined will increase.,Mostly Agree,Agree
147,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@TDStLouisMo @youngbiafra @TheMarkleSammy The eviction moratorium HURTS Americans by suppressing economic activity and denying small business the labor it needs.

Small landlords are, also, losing their properties while large investment firms scoop them up at a discount",Agree,Agree
148,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",@DogplaysGod The war against the poor marches on as the childlike naivety of Americans believe the eviction moratorium was extended. Its time to read the small print in Biden's rule by headline announcement.,Mostly Disagree,Disagree
149,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@marcorubio Have you done anything about the eviction moratorium? You know, the one that violates individual property rights of all Americans and is hurting landlords countrywide?",NO MAJORITY,Agree
150,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@POTUS Why should people listen 2 A horrible man like u?! Who takes money from Black Rock, n is willing 2 let millions of Americans go homeless! If Cori Bush didn't humiliate, ur dopy ass, u would never, try 2 extend the the eviction moratorium! Symbolism is dead Dip Shit",Agree,Agree
151,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",The Supreme Court just lifted the eviction moratorium that biden put in place Joe Biden knew this would happen he wants this to happen he never pushed the end of filibuster and Joe manchin his buddy and him are content with seen millions of Americans be on the street,Agree,Agree
152,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",Supreme Court says letting the Biden administration keep the eviction moratorium in place could open the door to mandates for 'free grocery delivery for the sick and vulnerable and free computers to let Americans work from home',Mostly Agree,Agree
153,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@Comrade_Waluigi Democrats thought they were clever trying to force Americans back to work by letting the eviction moratorium lapse, hoping GOP would be blamed. A deliberate scheme that is now back-firing and will probably create thousands of homeless people.",NO MAJORITY,Agree
154,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",Why aren't Republicans all over this eviction moratorium stuff? The CDC has assumed the power to write legislation and remove property rights from millions of Americans at once. Where are the Republicans?,Agree,Agree
155,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",Its really gonna be wild when the eviction moratorium is up and niggas get evicted from their cribs and the government pays for refugees to move into the houses Americans got evicted from.,Mostly Agree,Agree
156,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@CommonestMan @blondebombMN @snackpack210 @Phil_Mattingly Except by their own mew standards we will never see normal again.  

Covid is poised to kill, at most, 50,000 Americans over the next 6 months.  Bad seasonal flues kill over 100,000 people in a single year all the damn time and there is no eviction moratorium",Mostly Disagree,Disagree
157,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@SCOTUSblog Biden can get around this easily by passing an eviction moratorium by executive order, rather than using the CDC. The question is, does he care enough about the pandemic and homeless Americans to do it?",Agree,Agree
158,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","""Targeted moratorium""

""would cover where 90% of Americans live""

""in areas with substantial and high levels of virus transmission""

All I'm hearing is that a bunch of people won't be covered under this new eviction moratorium.",NO MAJORITY,Agree
159,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@PhilipWegmann It's flagrantly unconstitutional and grounds for #impeachment, as if extending the eviction moratorium and stranding hundreds of Americans in Afghanistan weren't enough.

#ImpeachBidenNow",Mostly Disagree,Disagree
160,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","Bidens return to normalitysurrendering to the Taliban and abandoning Americans in Afghanistan, an illegal eviction moratorium, and now one of the most sweeping unconstitutional acts by a president in memory",Mostly Agree,Agree
161,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",@SarcasmStardust The war against the poor marches on as the childlike naivety of Americans believe the eviction moratorium was extended. Its time to read the small print in Biden's rule by headline announcement.,Mostly Agree,Agree
162,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",The CDC is a government agency ran by unelected bureaucrats. Its head has said that the eviction moratorium must continue in areas with high Covid infections. An unelected bureaucrat making law. Wake up Americans. We are quickly losing our country. #WakeUpAmerica,Agree,Agree
163,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",@NewDay @CDCDirector Funny she doesn't mention the opioid crisis that's killed 100's of thousand of Americans.  How about she does her job instead of acting as an non-elected dictator?!?  This will go no where like her illegal eviction moratorium.  She's got no authority to make these decisions.,Agree,Agree
164,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@POTUS Extend the pandemic unemployment programs and reinstate the eviction moratorium! 

Over 8 million Americans have been forcibly thrown into poverty, hunger, and homelessness by your administration and @TheDemocrats. 

You promised to protect us until the end of the pandemic.",Mostly Agree,Agree
165,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@brycecovert @WHCOS Klain, Bidens PR man &amp; Chief of Staff likes tweets that dont show Biden for the disaster he is. Our So Border; More Covid Cases than last yr at this time, stranded Americans in Afghan; illegal mandates; illegal eviction moratorium, wild spending &amp; capitulation to enemies. F-",Agree,Agree
166,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","#SCOTUS says the CDC can't extend the eviction moratorium not even in a public health emergency their ruling is cruel but according to the GOP fair, what is so fair about treating the most vulnerable of americans so terribly?",Mostly Agree,Agree
167,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@ryanstruyk That's a little harsh. I mean aside from the border crisis, COVID outbreaks, incoherent vaccine messaging, illegal eviction moratorium extensions, weak job reports, inflation, dead and abandoned Americans in Afghanistan, and 7 murdered children in a drone strike, he's doing great",Agree,Agree
168,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","Our govt made an eviction moratorium last year w/deadline. The story is that Americans in Afghanistan were given a deadline to get out months ago. Now theyre just SOL. We wont make people pay their bills, but we will definitely leave them to die in a war zone. @WhiteHouse",NO MAJORITY,Agree
169,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","It makes sense that the SC ended the eviction moratorium, congress should have acted when Biden signed the executive order but they didnt. What is  @SenSchumer doing? Why isnt he prioritizing Americans?",NO MAJORITY,Agree
170,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@RozoRuminations @Sean84103 @44MagnumBlue1 Your are nuts. He LEFT Americans behind enemy lines with no intention or plan to get them out.   He implements an eviction moratorium while admitting he knows it is unconstitutional. He puts mandates on citizens but gives illegals a pass, not to mention not securing border.",Agree,Agree
171,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@ToddKolod @BillKristol @ninaturner Democrats thought they were clever trying to force Americans back to work by letting the eviction moratorium lapse, hoping GOP would be blamed. A deliberate scheme that is now back-firing and will probably create thousands of homeless people.",Mostly Agree,Agree
172,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",@GOPChairwoman This mean spirited #SCOTUS ended the eviction moratorium impacting the housing security of millions of Americans BEFORE the pandemic ended. To defend some Americans and not all Americans in crisis is atrocious. To play petty politics w/peoples lives is diabolically inhumane.,NO MAJORITY,Agree
173,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@has_due @martingolobich @TheLeoTerrell Yeah, but sadly @POTUS has shown he doesn't give a shit about imposing unconstitutional mandates, as we already saw with the eviction moratorium that he CONCEDED was not going to stand when he extended it.  @JoeBiden does not care about Americans, home or abroad.",Mostly Agree,Agree
174,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","Please Joe Biden &amp; Congress extend the Eviction Moratorium now. Millions of Americans are currently being evicted from their homes and sleeping in hostels, on the streets and in their cars. TRULY HEART-BREAKING TO WATCH.",NO MAJORITY,Agree
175,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",The eviction moratorium has successfully hurt low income and middle income Americans. 15006=9000 up front. Even if rent is 800 a months its almost 5 grand just to get a foot in the door. I hope the elitists are happy getting taxpayer funded salaries and living in mansion's,Mostly Agree,Agree
176,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","1 in 500 Americans have died from COVID-19.

Deaths are surging across the country. 2,652 people died yesterday.

But pandemic relief  from unemployment benefits, to direct payments, to the eviction moratorium  have gone away.

The pandemic is not over. Bring back the relief.",Mostly Agree,Agree
177,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@POTUS Wide open borders, skyrocketing inflation, leaving Americans trapped behind enemy lines, paying people more to not work, voiding legal agreements with eviction moratorium

The US citizens have had enough of the Biden regime build back better BS.

Only way to help is resign",Mostly Agree,Agree
178,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@tothcsabatibor @HorthyChungus @mattyglesias Right, and Americans achieved an extension of the eviction moratorium as well.  Point of the matter is that renter's rights in Hungary are pointedly not as strong as they are in the US.",Mostly Agree,Agree
179,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",Any congress member congratulating themselves about the eviction moratorium extension who was not protesting on the steps of the capital with @CoriBush can eat my ass. Yall showed your true colors when you left for vacation knowing millions of Americans would be evicted,Mostly Agree,Agree
180,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",@serena_patriot @Franklin_Graham Not Dems: blkd Fed $ to feed schoolkids; overturned eviction moratorium creating homeless; blkd UI $ forcing people to work in unsafe CV conditions; tried to overturn ACA; voted no on ARP-aid for Americans; whined abt Afghan refugees; ripped brown kids from fams,Mostly Agree,Agree
181,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@TimRunsHisMouth Does it matter?

The SCOTUS ruled the CDC had no authority to grant a eviction moratorium and that didn't slow Biden one bit

Laws don't apply to the left

This might be the final straw for many Americans",NO MAJORITY,Agree
182,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",@LeftyPolitical @VaushV Here. Biden literally just had to extend the eviction moratorium and said himself its likely unconstitutional. Imagine trying to justify letting in more people providing shelter food and basic need while Americans are evicted in the hundreds of thousands and what comes of that,Mostly Agree,Agree
183,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@dcfairbank @CoriBush @AOC Are you serious lady?what are Americans supposed to do???LOL. How about go get a job and pay your rent,which is what you should have been doing all along.this extended eviction moratorium is ludicrous.",Agree,Agree
184,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",The Progressive Caucus says the expected CDC eviction moratorium extension is what they want to see. But they still want Congress to act and pass more concrete protection for millions of Americans.,Mostly Agree,Agree
185,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",@POTUS From6 September up to10 million Americanswill lose pandemic unemployment benefits. White Housedid not move to postpone thefederal eviction moratorium. Why? Congress unveils newInfrastructure Investment and Jobs Act-when will it be voted on?,Agree,Agree
186,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","Im grateful that the Biden Admin. has extended the eviction moratorium for 90% of Americans! 

As cases of the Delta variant surge, its a relief that many families wont be forced out of their homes &amp; onto the streets. 

Thank you, @CoriBush, for your leadership on this issue.",Mostly Agree,Agree
187,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","SCOTUS shameful decision to overturn the CDC eviction moratorium places millions of vulnerable Americans at increased risk in the middle of an ongoing public health crisis. Ive cosponsored H.R. 4791, the Protecting Renters from Evictions Act, to urgently extend the moratorium.",Mostly Agree,Agree
188,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",@tatereeves You are killing working class Americans with your unmitigated spread of Delta. You are forcing working class Americans out of their homes into a pandemic by not extending the eviction moratorium &amp; cutting off expanded unemployment. You do not speak for us. Stop pretending to,Agree,Agree
189,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",@GlennKesslerWP How Biden stiff-armed the CDC and gaslit Americans to extend the eviction moratorium.,Mostly Agree,Agree
190,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@girlsparky_ Democrats thought they were clever trying to force Americans back to work by letting the eviction moratorium lapse, hoping GOP would be blamed. A deliberate scheme that is now back-firing and will probably create thousands of homeless people.",Mostly Agree,Agree
191,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@amandacarpenter Possibly, but people like her can bring change. She changed the mind of @POTUS on the extension of the eviction moratorium. It meant a lot to a whole lot of Americans.",Agree,Agree
192,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",If y'all mad at the eviction moratorium...chill out...be mad at the minimum wage...and be proud of the fact Americans finally know their worth...and it's way more than 7.50 fyi,Mostly Disagree,Disagree
193,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@Bluerai48855500 @N0__S0ul Democrats thought they were clever trying to force Americans back to work by letting the eviction moratorium lapse, hoping GOP would be blamed. A deliberate scheme that is now back-firing and will probably create thousands of homeless people.",Mostly Agree,Agree
194,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@BrianDeeseNEC This is going to sound real hollow if images of millions of new homeless Americans hitting the streets post-eviction hit the news.

Your career is probably over if the eviction moratorium ends with no relief.

Either help the people or resign your office to someone who will.",Mostly Agree,Agree
195,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@OccupyDemocrats Occupy Democrats is neoliberal trash

We support eviction moratorium, even for our ignorant fellow Americans",Agree,Agree
196,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@EmmaVigeland I find it enraging.  Obama bailed out the banks and let millions of Americans lose their homes, is having a party for the Elite in the midst of a pandemic with the eviction moratorium looming.  Option a terrible.",Mostly Agree,Agree
197,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",@FoxNews joe biden abandoned thousands of Americans in Afghanistan now he has abandon millions of American families with the eviction moratorium ends while the cares $ still is not dispersed to those in need. yet joe and his administration is housing and feeding millions of illegals,NO MAJORITY,Agree
198,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",This week is the end of Eviction Moratorium. Next week ends extended unemployment benefits. 100s of 1000s Americans about to needlessly suffer.,Mostly Agree,Agree
199,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@OccupyDemocrats Ahem!
 
Mitch McConnell accuses President Biden of pushing socialism by implementing the eviction moratorium that will stop millions of Americans from being thrown out on the street this month. RT if you think that Mitch is a heartless idiot! 
12:35 PMAug 5, 2021",NO MAJORITY,Agree
200,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",@neil_tapia3 @vampyanji As the eviction moratorium expires we are looking at 40 million homeless Americans.,Mostly Agree,Agree
201,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",Why does @JoeBiden hate Americans? He wont actually lean on his own Senators over voting rights. He wont cancel student loan debt or issue a new eviction moratorium or push for a living wage. Why vote for @SenateDems or @TheDemocrats when they vote like Republicans anyway?,Mostly Agree,Agree
202,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@RashidaTlaib I rented out our former condo before the pandemic, but were forced to sale because of the eviction moratorium and the money we were losing every month. Many Americans make ends meet in just this way. 

How does that fit with you narrative?",NO MAJORITY,Agree
203,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",@SpeakerPelosi True true! You know what else you need?  To pass an eviction moratorium and extend unemployment benefits for all Americans the pandemic has not ended and things are getting worse! Americans need Congress to help NOW!!! #pleasehearus #extendUI #EvictionMoratorium,Mostly Disagree,Disagree
204,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium",@thehill Is it really just LGBT impacted by the eviction moratorium?  Really?  They are impacted as much as everyone else.  Stop trying to divide us.  We are Americans.,Agree,Agree
205,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@SenTedCruz @HawleyMO @TomCottonAR @RepMattGaetz @SenRonJohnson @RandPaul etc:

Thanks for all the string rhetoric 

Now actually DO something about the border/mandates/vaccine passports/Biden blatantly violating the law on eviction moratorium...

You know, for us Americans",Mostly Agree,Agree
206,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","Amid a spike of COVID-19 cases, @CDCgov is issuing a new, 60-day eviction moratorium for 90% of the country. 

This is a step in the right direction that will help keep a roof over the heads of millions of Americans.",Agree,Agree
207,D.L. Davis,End of eviction moratorium means millions of Americans could lose their housing in the middle of a pandemic.,True,1.0,"Americans, eviction moratorium","@TomCottonAR The Republican party left Americans on the street when they cut unemployment benefits. They also refuse to support the eviction moratorium. Quick leaving Americans behind at home, Sen. Cotton!",Mostly Agree,Agree
